case,distance,df_mics
1722,0.2619287989,0.0840396442
1723,0.3513727083,0.1112226915
1724,0.2426375072,0.0917451344
1725,0.2596711451,0.0883776195
1726,0.4255114956,0.0972376232
1727,0.3795199897,0.0847283717
1728,0.2514941184,0.0849247307
1729,0.3802861328,0.0916367017
1730,0.4250450463,0.0974056871
1731,0.1801936209,0.0878121079
1732,0.3477587808,0.0866441374
1733,0.1812746596,0.0843481698
1734,0.1424260356,0.0861236655
1735,0.204251422,0.0972062222
1736,0.3463511274,0.0881478419
1737,0.2094490049,0.0845339771
1738,0.4037057257,0.0931283825
1739,0.3992142761,0.1003045246
1740,0.3200775412,0.0876123361
1741,0.4351390273,0.0876584045
1742,0.3713995787,0.0974816918
1743,0.3179971661,0.0880343825
1744,0.320803522,0.0859862893
1745,0.3667233255,0.0923284674
1746,0.4570387872,0.0906880993
1747,0.2440134146,0.0841330266
1748,0.2248621811,0.088421746
1749,0.25810213,0.1078021504
1750,0.2852751508,0.0858299707
1751,0.2570972989,0.0837150591
1752,0.3158034517,0.0901739974
1753,0.2569411638,0.0859413153
1754,0.3716428449,0.089085959
1755,0.3486711843,0.0912778405
1756,0.3679257711,0.0893579233
1757,0.432496336,0.088881546
1758,0.3133143036,0.0867539612
1759,0.1625605159,0.0897533996
1760,0.3220551691,0.0862075285
1761,0.3228516256,0.0890632833
1762,0.4477873546,0.0880240003
1763,0.2937871807,0.0842640004
1764,0.3632805982,0.0929508143
1765,0.3737662456,0.0910546938
1766,0.309272177,0.0827481845
1767,0.237685346,0.0832374556
1768,0.1852348367,0.0947896491
1769,0.3249455346,0.0959405391
1770,0.4380915165,0.1051785827
1771,0.3544027353,0.0875123186
1772,0.1892437035,0.0932760228
1773,0.288703382,0.1000792013
1774,0.3611392056,0.0930850086
1775,0.2467783189,0.090590725
1776,0.3808709885,0.1025462682
1777,0.2353265922,0.0866877206
1778,0.2777008237,0.084893569
1779,0.3630321493,0.0948144603
1780,0.3029391441,0.0916235675
1781,0.3937383014,0.0976353792
1782,0.1524034187,0.0873646298
1783,0.3102982823,0.0880079848
1784,0.3993958351,0.0870074751
1785,0.3374936241,0.0849207452
1786,0.326312986,0.0913616203
1787,0.4394096414,0.0896519285
1788,0.279888003,0.0838603364
1789,0.2201069266,0.0830551883
1790,0.2710980937,0.0855353987
1791,0.3695920267,0.0870511461
1792,0.3747179659,0.0942558655
1793,0.2710034754,0.0839671189
1794,0.442738393,0.0954295968
1795,0.2640769501,0.1010516729
1796,0.2885549032,0.0843163013
1797,0.3317384701,0.0984129247
1798,0.3759300241,0.0893114407
1799,0.2932343542,0.1002296336
1800,0.3282029516,0.0873514349
1801,0.3195023603,0.0994403488
1802,0.4348469799,0.0858593126
1803,0.3013901029,0.0843475924
1804,0.1584580419,0.1017746736
1805,0.306039781,0.0862940597
1806,0.3787526327,0.0847896641
1807,0.3022572139,0.1026323989
1808,0.1564727861,0.0830256655
1809,0.2996426279,0.0903996573
1810,0.3123711508,0.0828440172
1811,0.2245706649,0.099509255
1812,0.3794054805,0.0881594384
1813,0.2179047986,0.1020086412
1814,0.3660804921,0.0841897317
1815,0.3000213046,0.0962086302
1816,0.2547158675,0.0878463149
1817,0.4139543646,0.0942273825
1818,0.2118236881,0.088242169
1819,0.2740347024,0.0886056783
1820,0.1989352795,0.0855207679
1821,0.4911545491,0.1052170944
1822,0.282870632,0.0918641244
1823,0.3481540122,0.0914089166
1824,0.2700651511,0.0840323383
1825,0.2342491245,0.0861519945
1826,0.297362838,0.0860410226
1827,0.3212515599,0.0901180393
1828,0.104917032,0.0858218583
1829,0.3742271147,0.0950973667
1830,0.3830987469,0.0989775574
1831,0.3129689749,0.0872015576
1832,0.1666491963,0.1039644644
1833,0.3361224461,0.0857753718
1834,0.216364829,0.0870354342
1835,0.3278521294,0.1095234129
1836,0.2440216874,0.0986963214
1837,0.2225706005,0.1001248787
1838,0.2727288638,0.0846101256
1839,0.2958660986,0.0967168171
1840,0.3232843701,0.086517976
1841,0.2058745676,0.0833741051
1842,0.1850486066,0.0892884849
1843,0.3268356653,0.0834285687
1844,0.2585756195,0.0837378568
1845,0.3141267296,0.0945843842
1846,0.3857734736,0.0934575059
1847,0.1645877024,0.0832082144
1848,0.3142220138,0.0843560306
1849,0.2724915368,0.0838026237
1850,0.2896795654,0.083845527
1851,0.2756365889,0.0872554551
1852,0.3557460244,0.0879932913
1853,0.2574329632,0.0827129628
1854,0.1295868981,0.0941449881
1855,0.220785095,0.0944949408
1856,0.338096339,0.0824290819
1857,0.2759598171,0.0893291131
1858,0.2389515481,0.0892876296
1859,0.2919850598,0.0920006121
1860,0.3346047183,0.1026678479
1861,0.2973121895,0.0963139684
1862,0.2907513096,0.0847354301
1863,0.3468144286,0.0964557217
1864,0.2302070996,0.0827806635
1865,0.2887807022,0.0902566667
1866,0.3448999545,0.0851759337
1867,0.2646051552,0.0827340335
1868,0.2240328256,0.0894403536
1869,0.264818187,0.0871738162
1870,0.3100472301,0.0864189223
1871,0.2701617696,0.0964592525
1872,0.2529513325,0.0942235301
1873,0.2523007205,0.0970555172
1874,0.4226720833,0.0918405377
1875,0.4091871205,0.0963931981
1876,0.386210186,0.0992318528
1877,0.3233968789,0.093886987
1878,0.2771345591,0.0860172813
1879,0.3251539955,0.0912953793
1880,0.1977282893,0.1032551171
1881,0.2609654035,0.0993071541
1882,0.4565432962,0.0925888508
1883,0.3486482572,0.0992776138
1884,0.3510488576,0.0938787618
1885,0.264501877,0.0865510651
1886,0.2565397043,0.0874251297
1887,0.3855627158,0.089912398
1888,0.2768225052,0.087388965
1889,0.2555396055,0.0845800837
1890,0.3858207281,0.0866618783
1891,0.3847744713,0.0851584629
1892,0.3020068303,0.104455452
1893,0.2672253646,0.0976478339
1894,0.3003455262,0.0882355137
1895,0.2320417803,0.0860385783
1896,0.2650097916,0.0904421222
1897,0.1664283286,0.0893254631
1898,0.1571095552,0.0874763528
1899,0.3067624929,0.088060461
1900,0.3744470279,0.1108023867
1901,0.2373429034,0.0840337189
1902,0.3207494375,0.0851674213
1903,0.249818685,0.0891624584
1904,0.2137187507,0.0835707722
1905,0.1498759611,0.0846744542
1906,0.2657216559,0.0857939186
1907,0.3204827811,0.0838022613
1908,0.3149902846,0.0899919134
1909,0.2621043669,0.0988575113
1910,0.387175795,0.1086284314
1911,0.4139222263,0.0923983698
1912,0.2594203183,0.0843921389
1913,0.3124885655,0.0842384661
1914,0.2970414567,0.100704902
1915,0.280934895,0.0878893462
1916,0.3897827587,0.0966348715
1917,0.1953984557,0.0876530766
1918,0.2902184175,0.1069619584
1919,0.2291779548,0.1020118251
1920,0.1902233291,0.0856770776
1921,0.2903366555,0.0855262914
1922,0.2643600892,0.1009210899
1923,0.4023652085,0.1068555042
1924,0.2570280313,0.0890249206
1925,0.4036408575,0.0985731722
1926,0.4252416419,0.0972367853
1927,0.3372028774,0.0889744244
1928,0.4051859305,0.0836900905
1929,0.3585136578,0.084948064
1930,0.3662940644,0.0889416429
1931,0.1365626331,0.0820703344
1932,0.3508737709,0.0918368994
1933,0.2794921909,0.090389543
1934,0.3604855665,0.0865132273
1935,0.30295445,0.0866123275
1936,0.4549615661,0.1051287882
1937,0.4662165186,0.0926889124
1938,0.2774147836,0.08465731
1939,0.2932787218,0.0854241272
1940,0.5176746801,0.0944192178
1941,0.441311354,0.1024433806
1942,0.1966923079,0.0839260462
1943,0.3230392657,0.0832445434
1944,0.2108436583,0.0836653075
1945,0.2759546713,0.0886610917
1946,0.3180797658,0.0931800608
1947,0.3507903152,0.0857643163
1948,0.32201453,0.086122132
1949,0.260597809,0.0846871697
1950,0.3187641438,0.1039047896
1951,0.3215743673,0.0956006224
1952,0.4071925511,0.1016544934
1953,0.3754962098,0.1019486311
1954,0.2680843437,0.0829819999
1955,0.3972035136,0.0868709231
1956,0.3860810815,0.0912211289
1957,0.2929224029,0.0856592609
1958,0.2996401121,0.0839668606
1959,0.3453574085,0.0832479351
1960,0.3063076099,0.0858476135
1961,0.2455620123,0.0930085634
1962,0.3841186627,0.1008555611
1963,0.314273487,0.0938058185
1964,0.4241185559,0.090934272
1965,0.2268638109,0.0861515075
1966,0.3065482361,0.0955527015
1967,0.2405391407,0.0876944569
1968,0.3454076094,0.0998191064
1969,0.3778177316,0.0851501686
1970,0.2937826743,0.0907452181
1971,0.3536105485,0.0978620746
1972,0.3799879709,0.095377312
1973,0.3673689319,0.0847236914
1974,0.396447314,0.093230101
1975,0.2274140961,0.0866375973
1976,0.1932699158,0.089555766
1977,0.3190146005,0.0858765016
1978,0.3379526365,0.102420461
1979,0.2760778404,0.0917190107
1980,0.2479291551,0.092432728
1981,0.4596336912,0.0877044038
1982,0.3984245185,0.099917277
1983,0.215436861,0.0873833931
1984,0.5197709887,0.0939440659
1985,0.3109000065,0.0823918272
1986,0.3423797307,0.0868949939
1987,0.3307228883,0.0866214515
1988,0.3170166486,0.0922821149
1989,0.2677164245,0.0861824944
1990,0.4657488556,0.0994302121
1991,0.2789487421,0.0880168518
1992,0.3459217836,0.0846544843
1993,0.2327501574,0.0901188308
1994,0.2786441281,0.0950722731
1995,0.3248801722,0.094707882
1996,0.1677011714,0.0858512996
1997,0.2916247969,0.0862757492
1998,0.4186344589,0.0904616239
1999,0.3173880178,0.0857716892
